governorate,week,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,governorate_1,governorate_2
Muthanna,2311,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2312,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2313,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2314,2,2,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2315,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2316,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2317,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2318,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2319,3,3,1,2,0,0,0,0,Muthanna,Muthanna
Muthanna,2320,3,3,2,1,0,0,0,0,Muthanna,Muthanna
Muthanna,2321,5,5,2,2,0,1,0,1,Muthanna,Muthanna
Muthanna,2322,1,1,0,1,0,0,0,0,Muthanna,Muthanna
Muthanna,2323,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2324,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2325,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2326,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2327,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2328,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2329,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2330,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2331,2,2,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2332,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2333,2,2,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2334,2,2,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2335,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2336,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2337,2,2,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2338,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2339,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2340,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2341,1,1,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2342,2,2,0,0,0,2,0,2,Muthanna,Muthanna
Muthanna,2343,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2344,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2345,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2346,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2347,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2348,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2349,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2350,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2351,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2352,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2353,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2354,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2355,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2356,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2357,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2358,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2359,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2360,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2361,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2362,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2363,2,2,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2364,3,3,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2365,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2366,4,4,2,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2367,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2368,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2369,1,1,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2370,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2371,2,2,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2372,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2373,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2374,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2375,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2376,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2377,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2378,2,2,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2379,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2380,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2381,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2382,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2383,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2384,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2385,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2386,2,2,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2387,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2388,2,2,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2389,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2390,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2391,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2392,3,3,2,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2393,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2394,3,3,3,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2395,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2396,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2397,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2398,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2399,9,9,5,0,0,2,0,2,Muthanna,Muthanna
Muthanna,2400,2,2,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2401,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2402,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2403,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2404,3,3,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2405,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2406,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2407,4,4,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2408,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2409,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2410,3,3,2,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2411,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2412,2,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2413,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2414,1,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2415,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2416,2,1,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2417,4,2,1,0,0,3,0,3,Muthanna,Muthanna
Muthanna,2418,2,2,0,1,0,0,0,0,Muthanna,Muthanna
Muthanna,2419,3,3,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2420,2,2,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2421,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2422,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2423,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2424,2,2,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2425,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2426,3,3,3,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2427,2,1,0,0,0,2,0,2,Muthanna,Muthanna
Muthanna,2428,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2429,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2430,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2431,5,4,1,0,0,0,2,2,Muthanna,Muthanna
Muthanna,2432,2,2,1,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2433,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2434,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2435,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2436,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2437,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2438,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2439,2,2,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2440,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2441,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2442,3,2,2,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2443,1,1,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2444,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2445,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2446,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2447,1,1,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2448,2,2,0,0,0,0,1,1,Muthanna,Muthanna
Muthanna,2449,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2450,1,1,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2451,2,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2452,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2453,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2454,2,2,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2455,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2456,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2457,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2458,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2459,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2460,2,0,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2461,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2462,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2463,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2464,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2465,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2466,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2467,1,1,0,0,0,0,1,1,Muthanna,Muthanna
Muthanna,2468,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2469,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2470,4,4,0,2,0,0,0,0,Muthanna,Muthanna
Muthanna,2471,2,1,0,0,0,1,1,2,Muthanna,Muthanna
Muthanna,2472,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2473,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2474,2,2,0,1,0,1,0,1,Muthanna,Muthanna
Muthanna,2475,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2476,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2477,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2478,1,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2479,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2480,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2481,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2482,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2483,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2484,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2485,2,2,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2486,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2487,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2488,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2489,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2490,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2491,2,2,1,0,0,0,1,1,Muthanna,Muthanna
Muthanna,2492,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2493,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2494,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2495,1,1,0,0,0,1,0,1,Muthanna,Muthanna
Muthanna,2496,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2497,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2498,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2499,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2500,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2501,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2502,2,2,1,0,0,0,1,1,Muthanna,Muthanna
Muthanna,2503,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2504,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2505,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2506,1,1,0,0,0,0,1,1,Muthanna,Muthanna
Muthanna,2507,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2508,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2509,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2510,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2511,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2512,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2513,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2514,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2515,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2516,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2517,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2518,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2519,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2520,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2521,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2522,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2523,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2524,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2525,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2526,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2527,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2528,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2529,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2530,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2531,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2532,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2533,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2534,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2535,1,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2536,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2537,1,1,0,0,0,0,1,1,Muthanna,Muthanna
Muthanna,2538,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2539,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2540,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2541,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2542,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2543,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2544,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2545,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2546,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2547,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2548,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2549,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2550,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2551,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2552,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2553,1,1,1,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2554,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Muthanna,2555,0,0,0,0,0,0,0,0,Muthanna,Muthanna
Najaf,2292,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2293,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2294,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2295,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2296,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2297,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2298,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2299,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2300,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2301,6,6,3,3,0,0,0,0,Najaf,Najaf
Najaf,2302,6,6,2,4,0,0,0,0,Najaf,Najaf
Najaf,2303,10,10,6,4,0,0,0,0,Najaf,Najaf
Najaf,2304,12,12,3,9,0,0,0,0,Najaf,Najaf
Najaf,2305,12,12,7,5,0,0,0,0,Najaf,Najaf
Najaf,2306,14,14,6,8,0,0,0,0,Najaf,Najaf
Najaf,2307,27,27,9,16,0,2,0,2,Najaf,Najaf
Najaf,2308,24,24,8,11,0,5,0,5,Najaf,Najaf
Najaf,2309,25,25,12,13,0,0,0,0,Najaf,Najaf
Najaf,2310,3,3,1,1,0,1,0,1,Najaf,Najaf
Najaf,2311,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2312,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2313,2,2,2,0,0,0,0,0,Najaf,Najaf
Najaf,2314,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2315,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2316,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2317,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2318,1,1,0,1,0,0,0,0,Najaf,Najaf
Najaf,2319,15,15,10,3,0,2,0,2,Najaf,Najaf
Najaf,2320,13,13,8,5,0,0,0,0,Najaf,Najaf
Najaf,2321,17,17,7,8,0,2,0,2,Najaf,Najaf
Najaf,2322,5,5,4,1,0,0,0,0,Najaf,Najaf
Najaf,2323,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2324,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2325,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2326,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2327,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2328,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2329,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2330,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2331,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2332,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2333,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2334,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2335,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2336,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2337,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2338,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2339,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2340,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2341,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2342,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2343,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2344,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2345,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2346,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2347,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2348,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2349,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2350,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2351,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2352,2,2,1,0,0,1,0,1,Najaf,Najaf
Najaf,2353,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2354,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2355,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2356,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2357,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2358,2,2,0,0,0,2,0,2,Najaf,Najaf
Najaf,2359,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2360,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2361,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2362,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2363,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2364,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2365,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2366,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2367,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2368,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2369,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2370,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2371,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2372,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2373,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2374,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2375,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2376,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2377,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2378,2,2,2,0,0,0,0,0,Najaf,Najaf
Najaf,2379,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2380,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2381,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2382,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2383,3,3,0,0,0,3,0,3,Najaf,Najaf
Najaf,2384,4,3,1,0,0,2,0,2,Najaf,Najaf
Najaf,2385,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2386,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2387,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2388,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2389,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2390,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2391,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2392,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2393,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2394,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2395,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2396,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2397,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2398,2,2,0,0,0,2,0,2,Najaf,Najaf
Najaf,2399,4,4,1,0,0,2,0,2,Najaf,Najaf
Najaf,2400,1,1,1,0,0,0,0,0,Najaf,Najaf
Najaf,2401,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2402,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2403,2,2,1,0,0,1,0,1,Najaf,Najaf
Najaf,2404,1,1,0,0,0,0,0,0,Najaf,Najaf
Najaf,2405,2,2,1,0,0,1,0,1,Najaf,Najaf
Najaf,2406,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2407,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2408,3,2,1,0,0,1,0,1,Najaf,Najaf
Najaf,2409,1,0,0,0,0,1,0,1,Najaf,Najaf
Najaf,2410,6,3,0,0,0,5,0,5,Najaf,Najaf
Najaf,2411,3,1,1,0,0,2,0,2,Najaf,Najaf
Najaf,2412,2,2,0,0,0,2,0,2,Najaf,Najaf
Najaf,2413,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2414,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2415,4,3,0,0,0,4,0,4,Najaf,Najaf
Najaf,2416,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2417,1,1,0,0,0,1,0,1,Najaf,Najaf
Najaf,2418,3,1,0,0,0,2,0,2,Najaf,Najaf
Najaf,2419,1,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2420,3,1,0,0,0,3,0,3,Najaf,Najaf
Najaf,2421,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2422,4,1,1,0,0,3,0,3,Najaf,Najaf
Najaf,2423,5,0,0,0,0,4,0,4,Najaf,Najaf
Najaf,2424,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2425,4,3,0,1,0,2,0,2,Najaf,Najaf
Najaf,2426,1,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2427,1,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2428,1,0,0,0,0,1,0,1,Najaf,Najaf
Najaf,2429,1,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2430,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2431,1,0,1,0,0,0,0,0,Najaf,Najaf
Najaf,2432,0,0,0,0,0,0,0,0,Najaf,Najaf
Najaf,2433,2,2,0,0,0,2,0,2,Najaf,Najaf
Najaf,2434,0,0,0,0,0,0,0,0,Najaf,Najaf
